artists,spotify_id,monthly_listeners
Gilbert O'Sullivan,4HVmeVTQBgvTuvjB1JYwaf,2900000
Totally Enormous Extinct Dinosaurs,0g3NiCRhEv7M4SEDMrpItN,943400
Ottawan,4FPjAd9hBB9iaiq8qCkNf7,1600000
Carl Douglas,5Pqx4mXYDGIDcg8E5FYjZ8,2000000
Patrick Hernandez,1CcEgi464SWZsKY5579u7z,4300000
The Weather Girls,19xz1vcuKNjniGEftTOSSH,2700000
Paul Young,6rqU9HQ57NYGBnBzbrY3a4,3300000
Cutee B.,5PTDGbHPxxXf81RrubpIOO,3500000
DollarMan,0TsTesOYlZmHOLnFPLPKLZ,13600
Big Ali,4LqXqd68BBoEk9RDYeS0ls,940100
Makedah,0f5cjky3a6ee9e0WicpzhW,5100
Stephanie,7s8dRQ37DmMHGLONodrTLZ,28700
Peter Wackel,2AkhLtPZf3dPJZRrXqBqXb,836100
Chriss Tuxi,2CIeVmwcbBFAu0AxbYDEn2,90300
The Bluebelles,3o71UUh0wHudH3T2zS1DgU,6000
Tavares,3LfO03nEZMdWNHG2tLpMa0,1500000
Sylvester,5TGTpu4g8siFOIctZuQO7y,1100000
Rose Royce,1OxJzMLmR9l5zPLap9OxuO,1700000
George McCrae,6oV3BNm1Gj2GGgpYknc5TN,1300000
Gwen McCrae,742YR9ZgF0tCO5juBfvPAU,797200
Nockis,5zhgr2K8b8Zmp5exDcyM8y,209600
Lee Cabrera,4h8hm6TjKsvgmLajBgaI9w,944700
Bleech,0az6y7AjCCOAZzAF3i1Jaq,18900
Nightcrawlers,1gALaWbNDnwS2ECV09sn2A,8100000
Moonwalk,1khyIydqanugacJyKdmceT,181200
Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,2300000
Ray Parker Jr.,0NyzfcGDZZ6GM25EBG9BYK,2200000
Barry Manilow,3alW3LYQS8K29z8C8NSLIX,4300000
Olivia Addams,56o9EclNeDcE7p8txENfLn,253300
The Jacksons,2yrbLiuBmc9j81lTX3XUuI,7300000
Imagination,2CkhxuagMCG9uvlbKm5G3m,1100000
One Way,001aJOc7CSQVo3XzoLG4DK,644100
Al Hudson,0t0DDUj3ZxuVZBhlOCmGVS,820
Zapp,396Kh0m4wGUvcMUULw71yi,1300000
Die Paldauer,0XLKhXxquwsKKtQVLA3Ifj,52900
Isaac Hayes,3IKV7o6WPphDB7cCWXaG3E,808700
Peaches & Herb,6qI4LTzMRpTxRzMZPvv2C6,1300000
"Jimmy ""Bo"" Horne",6jcPHv7qVfqysvBT7Jmn7K,160500
Sound Convoy,2iqLHtke8kUOgKhA32Vwt6,36100
Jürgen Drews,4rvJA6PKInIg35XkH4HESw,727400
Matthias Reim,3fgh28NoU2ArVdUdymvnf3,1600000
Ben Zucker,1ZHJdXXtKnmUh2qRN4LmbS,642300
Michael Gray,564O4lIh0TA8cgPXzntQRX,8100
Flight Facilities,1lc8mnyGrCLtPhCoWjRxjM,4000000
Giselle,13YtQCLNw1ZLkh7PcT9SYy,8700
Roosevelt,4AQrqVz6BYwy29iMxcGtx7,1200000
Poolside,5szdY7KaSi7epwyffrbV8c,2300000
Wild Cherry,4apX9tIeHb85yPyy4F6FJG,2900000
Dionne Warwick,2JSjCHK79gdaiPWdKiNUNp,3800000
Elton John,3PhoLpVuITZKcymswpck5b,52900000
Gladys Knight,2aXiJJHJei5BmCykxI37y0,716200
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,21400000
Sandy Marton,1D33JhHkXxj78Y8oiyg41L,297000
Ikke Hüftgold,2ctUnxn4qlNB9rYMyKJuMf,945000
KYANU,3VuZZ1n0XGacnz96Ys8mrZ,2300000
Abrissgebeat,0vm6nzTArfeXYGwzQlRtTC,110200
Nowator,2NYbzdGlsQGn3Wnlxy5geO,262500
Paprodziad,1sLgQ5wyEouR3KvEnrfybM,51700
KAŁAMAGA,7KaR65GMSuuGOp6RMTnlB0,6700
Paradis,1JV4iC1UhplRE8RFr8Q9n9,531700
Almklausi,3f56dbtoRz7bucWJUeofzK,748400
Kings of Günter,64Tp3pyyHag0ngw5SLchgY,1100000
DJ Heini,6MdPBPphebTpp1TRerdawC,78400
Killermichel,43HoYloPRWQg1de2tqvDxk,347100
Loverboy,2CLVPk9FcywjClBcTvWPkT,2200000
Specktakel,1ErIf1pAAaw5upKsCbqhzz,536200
Markus Becker,4JvTPg21oy9Ybu8ISOSWG3,443400
Die Mallorca Cowboys,5n7vGVYdbNYY4VvefdM6jZ,8
Tony Esposito,2E236rsxSkaqZfJpv57gYF,292800
Stephanie Mills,0PcIlEZa7rreM7729ot05g,856000
Die Cappuccinos,0VWBeB4dSnIG4Xp8HjvrSh,64099
Fantasy,3QK6XTFKV94wlcLVQkBJ8O,120100
Tina Charles,7Jbs4wPCLaKXPxrTxZ2zaa,766400
Patrice Rushen,1mNnxxnPfHQDOkFjnZmdkc,4200000
Zimmer,2pts5B2shsEtIVC4onTFKb,649400
Lidia Buble & Ddy,1iMq4XVr6J8D2FVrkIpDYu,23
iio,5WVf5DCSYmK4JYD6vIcttw,559100
Nadia Ali,1C60viSZv6BoYtrnkZ44g5,1400000
The Intruders,30q5mqJmdYPaKabPMytzvv,385700
Radiorama,4TjGlxmI4FTT2NhwDNL7q2,88900
No Hopes,4eRfkq2oGeOhnEEndl184K,30100
John Paul Young,2wMcQIxzH2LYHJZNxo9FcN,1600000
Santa Esmeralda,0iGmfKLgK5eSMgHp8YgLnS,270600
Cameo,545idYhdloaSlLGBY8E9u2,1700000
The Pointer Sisters,2kreKea2n96dXjcyAU9j5N,4900000
Rick Arena,6VNu7T77rq5v76M4pzaRwD,263200
Tapps,2HOE9Wdk42ki6rFOCTcLWS,288700
Lime,7730R73XHBuQuE1fl9U96E,79600
Miki Howard,7GTUAEg2QH41GgTmkIldjh,183900
Borys LBD,0pxcJDyDV7PVKfmFFMgGpy,557200
Denis Impulsywni,4ItzpHZ9P9ckJGLNYUxrvc,462300
Dejw,34RJ22fUGT9qETouHsWDXH,268300
Dorfrocker,5jvJoybRSHYAlPYyz6cnOd,283600
Fättes Blech,19NDk8cF8JbtHQagjFLKVV,12100
Tom Novy,1EVpn7mXyF07LuJqgUk6RX,740500
Abigail Bailey,0QUNf5BdFRIp6NSs2WbgxM,122800
Paul Lock,5Maf1cbMt9JIF4HBnpdH84,205000
Anna-Maria Zimmermann,0sAQ6ln7fHovbG6Tk2Phrf,729100
Walter Murphy,73JBR5s2PVvUjGu6tIqjqx,382600
Piękni I Młodzi,36PWgNPTOch41BGIEPTY3h,564300
Tim Toupet,6bt8AKXF0E1m0IoI0o5I4N,440700
Mejk,7reHt1oeFvH2lmNtzpSRC4,153800
Nick Kamen,05GsKvp0yKuCyWQMsPAAmB,790400
Taste Of Honey,6SP8r17mqPKbBbmgvCOqWG,199
Bernhard Brink,0rFjQZAuPOhjYhRaGHNbKR,266600
Oden & Fatzo,2YEnrpAWWaNRFumgde1lLH,4400000
Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,37400000
Axwell,1xNmvlEiICkRlRGqlNFZ43,12400000
Panama,3W9UldYu0xJcaOAw2SUTDI,2300000
The Real Thing,1NUD5By34MFynmuUynCfSj,1500000
Starpoint,6W9OZQ862LR0HM76QQJJY3,147700
Dan Hartman,1HvcqyRLS9nF8hAbTWOqpr,1200000
Kim Wilde,73a6pNH4YtLNgDbPQwXveo,2700000
Bassflow,46v9rXyKW1AVVL3f0hvve4,30800
Bad Boys Blue,6OXILsPD4WNJ7XiGMAkCWa,1400000
Skyy,5uFqO7FceiE84xjEjFtQLX,333200
Blue Feather,6mNTBjrUHMSZXkeiDbLnHP,13900
Bananarama,3sc7iUG1Wwpwx7bHeZolgx,3900000
Jacek Stachursky,6A27cda26ajAto55kfbtUH,709900
The Bar-Kays,0Z4CzYz9ieK8q9XiVMPkW5,363800
Franziska,3FkrwKPefJL4kZmDGsKJb2,12500
The Gap Band,4TwHRCIu3Xg9fjS3l7owkp,2700000
Extazy,5OmsTK01l53sNIbzHbZbNK,301700
Bayer Full,454eECORMCJhObH01Bm1Pv,143200
Maze,3DvdryKH4O95ZnsUZJKXpt,806200
Frankie Beverly,6rXycobs8wkWicUGLtmB0n,336700
Mallorca Cowboys,5fMhi4Y5U4As85ARXFdMmF,12500
Stefan Peters,3A3VbSSnFU84oxCa8u3yQY,23700
Klaus & Klaus,24islXXqJ3A4A3C2hArZjL,121800
Marc Pircher,7pNnbFPWqtDSdSeNydTPbJ,280700
The Love Unlimited Orchestra,457yGSZecENoIuNWelRHhH,722500
DiscoBoys,64QvJfZaPoul6srmyPOE9n,168500
Darius,05dTI2nXWnnb3ommeufbyD,6
Cassian,1ChtRJ3f4rbv4vtz87i6CD,1700000
ALMA,6c0mTNAxJxlp9HpKTUZwA8,753100
Silvia Kaufmann,42rkORtwfeBT7aEqlvCi3m,1200
Boys,46REMeONa7gBl4h2CIdO7Y,461200
Marc Kinchen,4rIKOF7RT4PNxyhd3ZzLtE,11700
Milano,4Jd9XCHzRXTB7ZPPVzJoUm,960400
The Unknowns,5Exxmu0wPoSw8Vo7jKoXD2,2900
The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,4000000
Libero 5,2RepdlCcDeGzxTKgo6QVPC,19400
Sheila E.,6OQrOpxSIfPai3cFaN4v4P,281600
Nik P.,159oJddLiuKFNYTa3ZNueS,643300
Giraffenaffen,2iofOsu4vMRmrbjuqGR6ex,570300
Bayera,7zS5tiJbiIYFsqtDHx8UFU,151900
Leonard,5Igodu9EXJZtu9TRVckGRk,33100
Fernando Express,3lmI2SqWBGUla1vXSbseUF,48200
The Jones Girls,7aHa6IZwZ13FoC5AXFkCSh,298300
Baciary,40KrdFUYJgw31acL5TH9zD,328200
Szumek,6IDHO7f8hTbAnsrN9IG7hU,283100
Majki,1ZAmpKoOuO30jOIqFqoTV2,25
Kordian,6RZkzITYZVXRIBDhCPDPwx,34
Umberto Tozzi,00w9sdZ78mWArooTmiSTld,3600000
EMME,04zy0QJacNRBhI0H3WmkSs,172900
Lifelike,3sa5sqxJqYjDZhGxmo4Ko5,271800
Lawrens,7kuXbqFCtnEkogmlMKuoVL,1
Sandra N.,0UrGage3kU3APQxGDFhc9L,192600
Midi Culture,5v6CgRyYharxumHzMpzctL,342000
Baccara,4dn4KQgTE4P3jrwa3iIVzQ,1700000
Duck Sauce,0q8J3Yj810t5cpAYEJ7gxt,2600000
Change,2fJ2vi4PUSxyvYaeq0FTbE,402500
Silent Circle,0ha8Qlns3CfrrLNI8CVIie,675600
Eddie Kendricks,2Uuon75BhnuuxdKLYn4wHn,222700
The Limit,4SJ2WJpd0Vn4eTmFqYTGlf,7000
Love Unlimited,2M4KXzgedR4EKG4qgTeDKa,205300
Fair Play,6VhRKMQxT5oEifL4GSTa0j,31
Nu Shooz,2The4Ur661sLPGndcUuuLu,690200
Blue Magic,7tLLSEaHMMJPbsYAz8MkEw,296600
Thelma Houston,3sgUnR8TF35euWEV07RPyO,721300
Venus,7A6xXwqwuam3TDpNsRyaJe,739
Tanja Lasch,6Aq7HTrmlbXmXU6vE4y3ka,82300
Rene & Angela,01Wck2m10xhdxUrLaMq60y,395600
Jürgen Milski,3AMK6wmw2cGPMbvWwL8Frj,32900
Deejay Biene,2obzfxrWEiXn633IlyKjcC,82700
Quest,3i56tClx1CsaoGJC8BKlhz,166800
Arek Kopaczewski,4w3Ei4RxXMn1WfKKOZhn1e,73800
Fanatic,6keqp0H1lRgGClJN3fHhbP,0
Sabbotage,0wthMVPZokXfreetdLFWaw,140000
Dj Biene,2jtA9Du9Lp8cb5FH95gU0M,54200
Emily Falvey,6w24INVHBGMRpk6xn6xIpi,4800
Morillo,6gKen78XIn1mdjEp3Gs84U,114400
Michelle,4yYvor6Rq4fG82J1L47DYp,344000
Gary Pine,2cSQyZg5t274Y3Nv0uuwjd,16800
Alexander O'Neal,047D9GgqEzyMoULd2oKr7G,966700
Vula Malinga,62cbToG9jGPFvL0P2DslNf,1000
Szpilki,1rfEo8kv5oaLN4M32fpp18,33100
Ole ohne Kohle,7fRYbN3IsY5icudRrGneNJ,9100
Con Funk Shun,2hUkfSXyuDfQbUeNOShRiz,454800
Dr. SWAG,6VZ4TYC0JxFAnk1z5lGQcq,317900
Sandra,2npNvLU0RtBKAN7iJKeAX1,32
Ryan Paris,3nRifdQMP5925XSkIN07oC,753200
The New Birth,34Bm9d5DAJjSnaI02BCjdA,89300
Megustar,1m8AmnkAvu5Isi8kWjEmnl,20300
Fisher,0AnGlfns9Gv6qa6Sc3elMr,0
CamaSutra,0G6miz5dLrc3NZWi4ZYdJK,243700
Marcin Siegienczuk,5qFhYtPClLFUvshfXAz3mo,133400
Andre,62MmQzKk1o00qu8ttVLnrn,316700
Oliver DeVille,1u1uRDibhDsCJMOWYnLW1j,14800
Faster,4VcnNetA3z8M0UbnCax4WK,6100
Marco Kloss,6wt6HV10v9C2FGw3LZH3mt,31400
Defis,1ADzqaqcbKegWHVOzRecNw,533100
The Trammps,1zgNpeHQe8GulzfVkYP2VK,1700000
Roger Sanchez,1HT9k1ZSUL9IczSstOAgWJ,2000000
Shazza,6MPxSpygdpS6heZntWsnsD,19100
Billy Preston,0IecGJbdBeYSOVtSPRehh5,1100000
Janusz Laskowski,1q3GVMB0xYtgJRpAJCVSmG,127700
Frank Neuenfels,06ULheMzKUfAeW62nmb4xX,15300
Christian Lais,45VGyqTR2OtW1c7aM0Y6PQ,52600
Hues Corporation,6PpGPIrFf3LM7Q77eR4Bts,880600
DJ Ostkurve,1YKOZiYrbyc1drGZoeE6lS,98300
Quetschn Academy,2ZVfjb7dME5LTpF0wPwteW,24300
Micha von der Rampe,4hch8p1Mfo8MwyA5J6Vi9w,178500
Thomas Anders,5YST2BJLoQVVhyXoZfbCZ0,310700
Masters,6pnA5JNlTfVkrmRXXBoStJ,11500
Steffen Jürgens,1DpmIypZ6Sxf6YIbBfRN92,55200
Bobi,1DloFuCkIu5wjyf9RbsYLV,34
Power Play,5SuIBv0AT3FdX3d3YVWniG,220
Daniela Alfinito,2zFl29HAAc7ayyjDjAXwLI,127000
Miami Horror,0Z5pcmXDCKTrFWLnDChC37,1000000
Studio Killers,7avo0PmlW8O1YLEt9DnWQT,3900000
jackLNDN,6ZPZXXnq3PbxZSR9vu9fso,61600
ZEMBU,62VBDaxSQkTLYkKIXVItGr,36800
Anakim,5Fkwv4f0Cec48ywsb8DnwJ,169400
Linney,0vomb9Zaob10lPzxBcIiNb,456500
Al B. Sure!,1fvz0vd4P0LNMkAysF1ivk,614900
Cheryl Lynn,6UfoTQXaV3DuqtDVjZIxwZ,2300000
Luther Vandross,19y5MFBH7gohEdGwKM7QsP,5700000
John Davis & The Monster Orchestra,4N81xA4vupQhBTvKFHCD36,19400
The Main Ingredient,6vuD08WKtmp1yc7kQx1rBm,429100
Ivana Spagna,6RA9iJdNW5Lt7xTJhUBAno,755600
The Dramatics,2W8UTum7bU7ue6m0r14H97,504100
MiłyPan,3QzCLiXmrHKt345V0NovaU,769100
Drossel,6YwJN3A7JBVbHdh5QeoACy,99900
Sumptuastic,6hODpsM4hhIsyOLkYKXxdK,224200
Ivan komarenko,6E1H5QbeV5imBegVYFYtc5,14100
Jörg Bausch,3Mo95ihBh6I8sqvHh7ycax,46900
Scotch,7ECGnAVeg7U3WRPMjpJa9n,169700
Christian Anders,0UQInyiO7zQCo1mq0Z26ei,192900
Brunner & Brunner,3wbftONQjYa0CGlyEwxJUR,119200
The C90s,40axc1GOR5BCEmC9QfI4Ej,92900
Reea,44hpSSInMPfG4vk0MIVOC9,215300
Room 5,0AEbDFXbsssoSoC3pj91eq,1100000
Linda Jo Rizzo,6qfPwxyCugHjMeXOVOlajm,37300
Sean Finn,5xUacP1mVGfiY7Zr9RskmS,598400
Baflo,3DjA1LmLRgNpysPigdDZUN,53700
Classic,2YBYxEOZmBkNZ9MnPwdmmD,258399
Chaos Team,1aSYmYUy4JUNAQl5NRqJ8W,36200
Alex Engel,5L7mhb3bRrjIZqJ4jhXFnJ,42300
Matthias Carras,1GTYod0Q10yWyDK8b64hoT,4700
Willi Wedel,2BiYpTKZtnlBfE2VQDTn0V,4400
Jorrgus & Crump,4DQ03ohz3GmuCmhvbyY12w,0
Steve Arrington's Hall Of Fame,6RT1xmqq4r8BPHW6CFxzUI,18700
Capitan Folk,41pDqmxr83q2x2ZbztqMLP,188400
Vivat,50GAVxGqL8Z9p2ce9Mvf9d,308800
Kruszwil,1Ky5mFTFiy4qNppjoY0L4k,26500
Disco Marek,5FCq2eULO9IV7lAQVHX4Az,26600
Bagno,5FUB2fxjJJqASvMadoa8ve,17300
DJ Padre,7tbbh5SBaHLiGXaveUd1dm,8400
The Manhattans,1DpIDwg8FGD50N9Tfunfsf,1200000
The Gibson Brothers,5rJLbEGewsZYI6T33W4DvA,603
Top Girls,7K7rRWSKUzSH1pbOMJvlc8,184000
Teddy Pendergrass,68kACMx6A3D2BYiO056MeQ,1200000
Michael Wendler,3nrxbDUVMUDDrBCRposrDL,246300
Delegation,1zKp43H1kLHOTkJAeyTIkf,2000000
Savage,7EfEkP41WoMzL8AW95htN7,288
Barry Gibb,7Hd38PVp634oGEb9pIDs5d,411400
Bottai,2wghI3P3W8vxgsb0le3Fgk,61300
Moncrieff,7axEazQlDDxu7KBQyFTfoC,397000
Blush,0kM8578RqYDhRJMOHVMt06,10400
LETNI,4RdpMDCLhx2ZnfFyR58sCa,55200
V- Unit,6EL7MO7DyaJhKekSIrvAzm,5000
André Stade,3NFIj19rUHIJ96Bd0960Oa,6100
B-qll,3kIRTjYd96qmJ5zD95Rm5S,47300
Michael Fischer,1iC5mjo3W2IbWbcJ1FRe5m,7300
SoLeo,0wlyQW24ZGvZZq192nKg3B,73100
Schäfer Heinrich,0MIn5Vu6DjgGsswrRI3lMx,67700
Willi Herren,7CMev7dAczqRaXZRslgxjX,35100
Red Queen,2xtdlQPZRNrMq7eocV9FV5,17400
Magik Band,5YtG8ex3jLuNHgS6TqQAux,129199
Allessa,6pFeabifB9SdoC61oj7xss,118800
Hubert Molander,5WZDDlQ8To3WWJTC2zir8M,27200
Lidia Buble,69JOH9w7UtJrKnbUpcW2gH,222700
Ddy Nunes,5gjufQvUyHflIf1juoTtM3,438
Floyd,6q7fUxOm1FP1u1mWIDtWBO,130
Shapov,36VSvhsPFTdsj1CtmatPiQ,540300
Years,3HBxI0UXjcgqw1xcBEaHWf,19700
Phats & Small,4WLGcWrkSExCqILxDk7ol6,1200000
Toney Lee,1bqxl4NUclRsHX98Z3bn2v,7700
Maxel,35djvJeXxvvZCVYV1jdjWd,106200
Heatwave,6D7h7R79IZjqJC2GM2wzyY,951700
DJ Düse,05rSvf1zNgSF9sQa5ulkFs,58200
Frenzy,4lRkNAQP2nJV4rj3CjkdXd,861700
Dawid Narożny,7JMNSrJDmAjYrNwf4vGkuJ,745300
Endrju,1LmeBuHDbHLcucBDjWxxvZ,1500
Magda Niewińska,3N269q0GRZcsMIukV43vdP,53800
Marry,3CAxQbEOPnxzxhed0k0gHf,104000
Balineiro,6unHQrxe7dvM6OlMuf62D3,42400
Hansi Süssenbach,3MyedvCjmevuD3ix6ErVbw,11200
Der Benniii,2oVoqrE4SuCnuX3nKu5wSY,4500
Escort,4zkiM9DSLNAOmoS5WtSQDt,67200
Patrick Lindner,5Wk0orD1CXV28CWKWWVqSa,35900
Mirage,2OcQ99wRBq4dRj9bwb6KZ2,182400
Maggie Reilly,2IqcwWZoG2iCPE9CkHMO8f,204400
Zespół Starling,4Tm3lRpBjCZlYXxkDi4fnG,8400
AA Apres-Ski!,5NEgRp5tP3SaYwB7bTSnrP,9500
Laurent Simeca,4siciMJGHAZA1jVYWUr4Vv,79400
Aquagen,7ulta4AVH43iWAIh2rhWve,1800000
Moses C,3z2NMDbrANRvelrtjdoA7b,47600
HOP,3nJ63Sn74ff1AdT4LLZMge,20
House of Prayers,6UZpnBnk8Ubc6fflLAb6qg,146700
Greg Note,0k3vCnFGlGsVZIguCo7gWm,35000
Cheesecake Boys,0VoHklm7xsPZUb6RLmEvXM,28900
Supersavage,2XGRXbz7zo1OXLJN0fNeNe,1100
Frank Caro,0RXIKJFZKMYDnqMR8FgNps,45200
Alemany,1DUno6EJjIv5UemYkjMiUu,45200
Atlantic Starr,2YdVmtVBpIrv0N6WiBzSqm,2100000
BAJOREK,6EHbNCCbbis8aYXHlm7nY9,2100
Lili,6vznwYm2rxcm031Fc4WVuq,4000
Livin' Joy,3PUzVXdNnsJGPDTIU7xvqu,1300000
A. Manetta,668qGVmYMvOeW6F0XHEB8E,185000
Veegas,3EAP3OHI4ar5fEtjbsVGMR,148500
The Three Degrees,2zpFG5cvw00QmrYTUsjApa,517200
Jagoda & Brylant,6bUVfG3daSHCxxiIH2awUv,4200
Harold Melvin & The Blue Notes,438JBZR1AR0l04AzcYW9gy,1100000
Michael Henderson,6KzAnKswHOUCX8xiEudD7K,32600
Norman Connors,54bbmw5qZiMf23TTmm6ojR,76300
Jean Carn,5swBKHtsRDaCBmdpYRYOg1,92500
TerazMy,54tVNrfFu7r1PjWe46UoaO,160100
Laban,5A490wDfownZLDcpIDOJiL,304300
Phyllis Hyman,3oqSDVaf6RoBGreqOlgUpv,179300
Jorrgus,1C5ZTNk21JUdd7k0mPu6IC,307700
Grace Jones,2f9ZiYA2ic1r1voObUimdd,836100
Tom Browne,4Ytvi4r3WPIZmEw1Ndmkp9,286500
Mister Dex,5E61OnYiCe8b4XBnPmjAkr,29200
Biesiada,3TN9bjbaqkqX2PNhri4uan,68500
Andreas Fulterer,5gEY4Za7iwpKDmtC7YQ30k,57100
Oliver Frank,0J3jrWrFGmzZIGQFRmtTIc,180600
Laurent Wolf,0U2M5hyVn2T78XKlRHJFcn,954200
Steff da Campo,7Bo6vpAmmhylCRWoHSBkcZ,839700
Jaba,7Mu1PyzhOgJKNzGNguHqYs,0
Miss Chantal,1DF1VtnFOIkhzxaE5cFRnt,1500
Mirage & Yoko,30F60zuToZigckFVq63snt,24300
Tom Socket,7Hdq4m4wawIKVS8DGsIg9R,20400
Jocelyn Brown,2ga5ADaBpljQ3YrCh99ZMq,1200000
Loose Ends,4q3lWHEW55hoLJNzZskFVo,479300
Luka Rosi,6SQa5MTpQYjKD7J5VViIxa,46000
Marcin Miller,4Y4Zn09n65QHa8pdtOGCkF,84100
Drezdenko - Kubas,20H4SWh7BBHNGd8v6pWgV8,7100
NIC,4yAWjEBPEsgvSNWVp2dIuu,11600
Bodyrox,3FVJvsdVNbVmydSuI22Z5v,191800
Claudia Jung,7DcGRxTtG2j0Kp2SVHxDi5,189400
Gaby Baginsky,7giigWM7Yrryf53cOHqaEo,24600
Laura Wilde,6kPl0sWLRkM7IlLyaOIBR9,76900
Billy Eichner,0FVsUxcFSlxwIM7Qs31s6J,644900
Seth Rogen,7xX39IyguhWsTIg4eU2reH,766200
JD McCrary,7gHA5bZwjilCpRJsOwmA4m,0
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,32400000
Randy Newman,3HQyFCFFfJO3KKBlUfZsyW,5100000
Jodi Benson,4mmMtabvFCKA6HfmVmitNH,2300000
Disney,3xvaSlT4xsyk6lY1ESOspO,40900000
Cast - Sofia the First,2ItqDyOHeQBaOPeZmKVu2p,664100
Sofia,0129dJuvb9Hn0TJnTLIDnT,9900
Auli'i Cravalho,5mnS9jJdKQQcRSqFu5YPVe,6500000
Alan Menken,5sy77gt4bfsLcSQ8GIe4ZZ,8600000
Alanna Ubach,2QIv0RotNtHfzzp1jzJsJ4,259399
Antonio Sol,5Rl6Jz53rD4wvTA6dNop5E,40500
Lindiwe Mkhize,5klp9VmF0Os0ytBwXBy8Tf,285000
Lebo M.,0zp9qNDSeYi3QEodhcKAAA,2700000
Carmen Twillie,6O3ZB5Cz5CNT3wQWouKcNJ,1300000
Nathan Lane,0P0do9GwiSgweSF6Ui3mrv,3000000
Ernie Sabella,0RH6EMxqfzCEB7QCSKQ4xr,2900000
Jason Weaver,5UdPkKWd8YNR5xGcmqH9QJ,3300000
Joseph Williams,5xk0kRuXn1zToTHpHAqpui,3000000
Samuel E. Wright,6Id8rcDNyBXPcgKQVfQ8rX,2800000
Emma Watson,4N3cNXg5phUzRzuJYYxQlV,672200
Luke Evans,2F9N9zhJE5npMz9Cej6ynJ,2
Ensemble - Beauty and the Beast,530a0roPLtawMxdCfI2zrR,725200
Donna Murphy,5BuTOT6mPoNZ5EmaPheBI9,736300
Kristen Bell,2kHxkdiKCSnHMkhIgFBZaI,4800000
Santino Fontana,47NluEnhJda2gsnjuvcoob,2700000
Agatha Lee Monn,6kHu5ICQRBZdsAHjAjQlmp,1800000
Katie Lopez,5Kkhk21siwbW3BfZUwpykJ,1800000
Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,8300000
4*TOWN (From Disney and Pixar’s Turning Red),7jLpPyJ5gQxCvwiBsUfFu6,1100000
Jordan Fisher,60wslYioiBcxSTInM4nIy2,2100000
Finneas O'Connell,7hCuNVmOMT7ntattMgmL96,796000
Topher Ngo,10WKlp1bjWxC1IWbpX4Q6l,1200000
Grayson Villanueva,0wSCwQI0t7XUj0zdGO25PZ,1200000
Josh Levi,6NvsNA4Ea62yJh7ePTS8gz,2300000
Josh Gad,4dSQICBjdUIp5iK6RRU2bY,2000000
Cast of Frozen 2,0PYSU1xJn8ay3ckZYsumdH,1300000
Brad Kane,3dAzSJ9lQnJSq5Z0OgDBep,2200000
Lea Salonga,1GlMjIezcLwV3OFlX0uXOv,3600000
Miriam Peracchi,4yK4rUucR50zuNPRAWdi5G,131700
Analy,4aSk2OaHOTGndh1DfTg42F,483900
Kristen Anderson-Lopez,3CneYb5exy4KOtvCCrozDD,365000
Robert Lopez,3zUCHzvbTmCOZoY750yHPB,280200
Jim Brickman,2NzWRNaaLByHyI3wpuec8P,1500000
Cast - Frozen,2GOnnsN5XmABjEwX1fstby,1800000
Chiara Sasso,6OlUFqyz3TQboaEMkb6wbV,53400
Taryn Spilzman,,
Gabi Porto,0ZE2iHsEMi3lfJn7Zo4MvZ,396400
Fábio Porchat,3bBpcxLs9NyFKMxOed8mxq,74300
Raphael Rossatto,3FfsAj4u98hK9Lj3IsAX7l,95600
Pierre Bokma,51PI26jLXTQrekzLSqTyve,30600
Diamond Yukai,2Xgqw0qSxzLPXOgPg1NEUL,257500
Roberto Garcia,3O0kWRdLkamyV2sRR0cJFo,39200
Male Ancestors,46IZJ9AoN0wZ841rpQkAnI,7800
Shinya Miura,6VsNEpbaDuEtJI2yPr0WPm,16700
Benja Bruijning,2qJysdunkxuPUMpTcu9rE1,34200
Germaine Franco,5NTEjLv3GEX1Vx0ITx9Pxe,235500
Noortje Herlaar,7A5TtugBcf7MPVwP88ugQz,86300
Willemijn Verkaik,7KawEFi5g9T9cTCd92h7j9,597000
Thorbjørn Harr,00WEn86i8SDGAa8sIfahSc,23500
Kazutaka Ishii,2E3u3DFA1rwICiHqlXJ05L,55400
Fred Mollin,0qPfO5FCAsfqK3pgqBSAJR,425800
Eirik Espolin Johnson,2eNM7wFEWCKkyTnXmrTQwu,56200
Pernille Sommerfeldt,0Q1s3rlqdHU2V8g1ePK7tm,29800
Anders Hatlo,7lXBfp6ZT3ce8AAoYbaOHX,33100
Dan Stevens,233juiWjncSWJnJoyaMfP5,318
Benny Martin,3bmGw1b250EmMTFG9g8xXn,8300
Vai Mahina,4I9DOo7pz3fn9yjxTktmX9,1600000
Olivia Foa'i,5GIaRpKCtzquc5UUicqe50,2200000
Opetaia Foa'i,759h9uEwoHm8KKq1pGI9RH,3300000
Matthew Ineleo,31tOVgwE9y1Kuz7qcWaLJD,1700000
Charmian Carr,0mvTBNG2hAuAEzUVgTYpQ2,952300
