artists,spotify_id,monthly_listeners
C-Funk,4W818VxLQukD34t6dFjoRO,121700
Mcklopedia,1PNgAcUW6UgN59okEaTpvG,1600000
El Hijo De La Cumbia,1upPNitgKmsdBSirf7eDER,21700
Bule Bule,2uVdlaZlNsyBeTofx5UwC7,229
Rapadura,4A1cX2TiUVTIaJMdWgpm4j,89300
The Budos Band,5q4eLKmqFVP0xII8087PHz,350500
Roberto Mendes,4vxTGeI4eFlHrekGPKgL8V,46200
Claudia Manzo,3CMX8YNfpVGTCUudvZPDpg,13400
The New Mastersounds,1DJVvIcjKhdedkuGRzW7PG,322700
Spellbinder,7orRQM9F0Q0GehGc3JY3VV,379
Moses Bliss,79MTG7HPurBgQ0ilwJ4AgM,1300000
Emandiong,5Vvh5iDYvPE6EHhUZbgpBs,122900
Mulatu Astatke,7HGFXtBhRq3g1Ma3nH4Rgv,657400
TJ Cream,1TZefNFtUjTfi595whCyi0,9500
Caê,2kXEw2HoJKXcvvYvZ7XKye,32500
Jor'dan Armstrong,2s0Vf0XkLyHCQfyvFDnTi8,83000
Sarah Téibo,2TiTzlqsBiRzHXSHQIIabT,9200
Sigag Lauren,0CYHsfVyqOajHaAn2uqZzA,15700
Paola Carla,0pD33OcFUmNfYfg1EHoVU6,96000
Timoneki,1dcxpEMRhnUon25kF78fQW,4100
Silvana Estrada,72VywtXEoONiBLNu3ibGI7,1600000
Becca Folkes,6gNm3KPTOr2uiejwae6rHb,75300
Thiago França,3GVMJbhuozmJd74QTpxP1O,47900
Money Chicha,3fsyG1yskjAgNCPPfIUBcE,10100
Breakestra,0Jq39W2ruHAA8hGsheXIYG,88900
Africania,7mXmnmU0zOTtbaRTNm2O07,4100
Superthriller,1suSC2hPcHUIevXltmiCbR,180
Abayomy Afrobeat Orquestra,4W4o1hLeSM7vPjsZtxkAnv,9400
Tonho Matéria,3Gvd4jaWihN7nNBoffneNp,37400
Céu,2eFVsaX3yHLPeWpiqvmeFn,587000
Prinx Emmanuel,4HzpHfHz3EznjI4icnTvRz,340300
Grace Lokwa,1ShPOU9aA4b68tOHBSz7sW,175800
Cymande,0alWaCI5Sz0pGHrrXdjgdO,17
Monophonics,6LXZac7iBIZgnNrywTkQRw,644400
Kelly Finnigan,0gdEDrF1Fve7FIBYcmX7W4,604000
Amplexos,6P3CxjR8rnGz085BFoTgjo,245
Digitaldubs,4RtFBCvZqovRXr8Y60CP22,8500
Leão Etíope do Méier,3NuielObHNNSXe0V6MhV9m,106
Lenine,4YLBdrR3DVSMncm785NH6C,4500000
Choklate,5LdWEVbA1btfMyR7FMEjO3,21800
The Bongo Hop,0vIM6xovGnCeWUNYR42Zsk,438700
Dafuniks,04Sif7zzcEJZhYZy5BW3gZ,329300
La Cumbia Chicharra,5DT5ozQExex14fHR7KtrEr,10600
Emilie Rambaud,6zSjAU2RuN3iBx8dcqcBgG,1
Fela Kuti,5CG9X521RDFWCuAhlo6QoR,456900
Orgone,4WmMnGO1nLIsE85XwcBAZE,150000
Grupo Fantasma,1EJ0KSMkpoQJHChu5AyTHE,47100
Maikcel,7ztqGuOjym3CJ0pYlFHLaK,6900
La Flor del Recuerdo,3tWvay3ptxY5kOmd8SlaAL,19100
Carmen Lienqueo,3PN1SYp2N3RVacxJQcMvYj,443
Lack Of Afro,5e3Z7HYpiVcP3TlU0a4yap,297500
Wax,36kzCQhGfJzrLuZzrHweNV,375200
Herbal T,14Re45nZLhVUv0Jl6RyAmf,79900
Illy,6NFyaN9PMCDZ3LKxGwHAXt,586700
Eddie Roberts,7oitwuUO5J1Bd9ItTsc3bI,29400
Lamar Williams Jr.,1ArGVCjCLeHMHzUK4MUkD4,12400
Jay Mitta,3IsLmcVQQz0mojIXUnxREm,7600
Kinky,4WOIfFwyvx22jM0eg2fpKv,696800
Los Auténticos Decadentes,3HrbmsYpKjWH1lzhad7alj,9100000
Tropkillaz,5bzWtCkjIAMgN93gLt56SO,2400000
The Bamboos,1QVWN3ebl1dVgVbMgQPG8K,713500
Kutiman,0sDJfnuudhMaEmFPvALK2e,172500
Doctor Flake,5DZr9dQj9KPd62WuMeIPqK,110200
Saundra Williams,4EmnyCHnD8NmDRWckXctDk,427
Ozoro,5ruHLEZWgbxTMLo2I1ts0F,0
Nathanael,51A0nSOeTdS9Z0fVtDNFEs,8500
Voilaaa,6MQoRoLtsUg7Fzi5nJGmC1,398000
Pat Kalla,3qOrdMiR9VBKS6MIlDH4Aj,69300
Big Ty,45VKnFAF0MdITJH6dfuMm0,6
Markis,4m1912E02pZ71m0bO9ZEMf,65000
The Poets Of Rhythm,1i4iT0Sw4OUeMp7egnsbxR,233400
Fred Hammond,2ndyVAdV9UqF1XjyTJt484,528200
Andres Nusser,6uXBoIeHFP5FNkQQ9y7OfH,116
Hawa,4uwPFI3T6gpmf9VAmy8aSY,4400
Fouley Badiaga,5BJAFTRskBevT5NSmFvMql,951
Son Palenque,3VyjbWEHPjc9JEXsk6Tk2w,29800
Cerrero,5cVZnnikhcTwPENYemDKF6,29200
El León Pardo,1GWsnvoiuPEfBxKLkznKUu,9300
Washington,45xrKOcbwZy1VX41T2o7lX,0
Ikebe Shakedown,5ABBZoXY5r0UL1txACjinb,353200
Nosa,1yiTO5VCQNBGaLcAZYlGD5,1500
The Mighty Imperials,4t4OELbO9tgM518T5jAvRF,19200
Nidia Gongora,5Ln6VxkwRDdAH40Lel6Yj8,177100
Otto,089s22k5bYkeheTOfvbjRm,887
Wganda Kenya,6svnFatzuDJZKCWIK6edka,76600
Ada Ehi,27aJyju2K5sLLiCgZKemnt,560000
Osibisa,12X85dtebfc7JTZ8iMBT2o,52400
Nero X,2gDeY5oG7BcmCI0LkggFXC,85000
Marko,3ZgKjRocEczVCcOiWKDkOZ,29000
Angeloh,16b0fWgIHXMM87ZaHe4ERg,80000
S.O,6nELoJ6eMXfYHX5xocKf33,79900
Lijadu Sisters,1iElGdidl4zFXOpaaem4wZ,224600
Brownout,75ITBSKqlC5hlS4PZ2XP1S,35400
Orlando Julius,5nmP3vKUqynlECpm2ura7L,72500
Speedometer,20ztaBo1Ap1UXnF0HpOX44,84900
Eddie Neblett,0QpmjiTNZkUsu3rAXklFOx,17500
Jorge Du Peixe,2yS2oUDkJ9M5xdCZLjnzL8,45900
São Paulo Ska Jazz,6szvZFFvR9L526toDkoCvq,1600
Ken Stewart,03E4ermonfAv5E9m3gICn6,48
Lafayette Afro Rock Band,5EgMMveFcSL3rq87Wkyw4s,213100
Femi Kuti,6kgrtA0dlnVpWB6zjpXrRb,67300
Michael Masser,1tSvvqyxCY30xnBaCzGtnl,2400
Oscar D'León,1c84wItoiAe1pEbpJMqUmQ,5200000
Marizu,4rwolwLHj97rPwbhyNSeU9,206100
ATR,4l4EjHjmOJyDgzN9Vqukn0,9300
Orchestra Baobab,7xT0arvCDupDU1YYy0BNv9,340900
ST-Saint,1Ibt48HCzHnDbkZYstwnTw,2800
Mark Asari,3hBW7j4MAd33oB1Pe3eQ9g,4900
Reblah,7EHtFdWeBK26GJ5lKt02SV,24900
678NATH,6GbJj21JT9bkzYnu5FGscf,22100
Raptist & Marko,7bJVXSmvc3Sk53gvmbIMgX,0
Leslie Skye,5AZX66LDF11JZi7fGkGzun,61
Zelijah & Konola,1BsRvli0ObZKCIymB9V1Zl,0
Gtay,7GC5G06QgzcmoPBEnqjYvG,62
Nizzy Nath,1L69i4b89yBjgZZKWrDWNr,0
JL Poleon,4JOa2hjv8Q3aJfK0SPw0Qf,6700
A Mose,01bQLjy2Y6N10bDEJsQGEb,144
TBabz,2EmUjaYdA6kGxwZXzAGq7V,152200
Sir Jean,4SkHS4kCrdABhw4KLVrOz0,9200
Les Mamans du Congo,7i6SYXEQQzBMOlb4M9hE1I,31000
RROBIN,2xPaqV5LOTeUjSsMGaLVmY,31600
João Selva,4RLh1owxLqSCGyVgm875AG,139300
Ocote Soul Sounds,4khzV3qBWcUKdc50QOv8Tc,110600
Oba Reengy,2p8Rrwmp4CLigLFsClVDVC,75000
Yoski,3YaqvFjoNP0OYAqaitkLZN,1600
Orquestra Voadora,7yESRvEEjqOTuBgItxH14j,2400
Ada Betsabe,7uNB59gDx8XVl1rTJDL1KT,8700
Principal,28rYOx7FeY733u2sCbT4eF,296
Tneek,2Lo9EEYxcAUka4O41E9YrG,88
Star Feminine Band,3dy8kIwzqBk3FvlJkfhVjy,3200
Rehmahz,2n4Cjxgsst568zKdsmsEnY,62400
Asha Elia,60CbU4u8dlhoHzRCNhTA1S,59600
Victor Rice,4U5EfF2PUDRP0TVvgsePQ5,16800
The Souljazz Orchestra,0MiCOT2cVYso39XSskiUUo,279400
Ondatrópica,00E0xvoM67oRJk8a5iTyEh,400700
Thee Commons,11YxOehcb8m03SbdW3Xc9l,196
Kiko Dinucci e Bando Afro Macarrônico,,
Gyedu-Blay Ambolley,3K7G8Czqv2acbaWlxFfjbj,104200
Onã,44phALa8kYqCc9vHuQyuRl,124
Roxie Ray,6ZbBl2PqUW7wMAU2DnsDCG,161
Ebo Taylor,2gR0iQTVBPHDKiNn1Kq8HI,371300
Greyboy,4vMKAb6dOcNt1b5ocMdBCm,179600
Nino Moschella,2t2sOC1zFZpj0Li5YZmXAp,2800
Rex Williams,5KSFuLEiUvKeFg1tssgfuV,19800
Akalé Wubé,2jjVw1rNPydSwqfJc5uSdn,155800
Ilover,1u1HBGn11005EI15yP3FTq,1500
Dj Horphuray,0VQxKhG5uvT0gIDqAuyl4L,25100
Jason Nicholson-Porter,0J41vFW1jyQEmCDNALvGHS,129
Tehillah Daniels,1LBlWJ8gIB1B8DVMS2omuQ,0
Naffymar,31XHZpkBidKYdb27RBePrr,54500
Jaron Nurse,6bcoa1KigylsUcALv48BAM,21600
Bantunagojeje,,
The Sound Stylistics,104foQZN65b6NnTR40dwOO,11900
The Soul Snatchers,7DssAVUkBP2JAMLRvfrg20,11600
Vaudou Game,7MEH1SUDgj0NU6gDjDXokz,41200
Greatman Takit,5Z1poN2WggG90ye1X7E1hd,0
Euforquestra,6I1e3IQkbI45U7kX9ucCfJ,2800
Kyle Hollingsworth,0fzfdKzpTTZIywU3CKRgog,2300
Eben,02J7bo06ZZ1XmSGochlWak,2300000
The Dynamics,1mYvu9huHeR7ho3iGAgCsn,172400
Piya Malik,3WjeCzWHSOzMZI2vWXgFZU,51600
Matata,7imj8fIllhgGJqvKUVrdgV,227200
Jungle Fire,4fN32efNcPfJXVJ151noby,51200
Buyepongo,1HmiqLEbQr8UGX7aEMM3c0,10200
Lass,5lo0kRRetvEfkimf1sJxuX,211800
Wayne Gidden,611Q7uHgz8ZahPV9r2GHTi,34
Ricardo Lemvo,6RskO9Oq9NRBf0FkSP9CD2,27200
Foli Griô Orquestra,5LzjkRAGnEbfmZkt2CAiNl,3400
DJ Vinimax,5uMKFTFvnOR5hatoip2DD6,2500
Cebolinha do Passinho,6yq7cPOhlJGa8PD2NO3ZUZ,2500
Makina Loca,2jE9RlL5UD1eoYEHVNDH73,2700
Brown Sabbath,4atu9XT3qsjIMqgTywM2mn,7900
Aaron Behrens,14JrP665DYK1bGsuYj10C5,106
The Heliocentrics,6Gujb3D3UJuIBtTCCK2Hnv,125400
Lowell Pye,2XW1OHjJi2amPXgF7iw7PU,2000
Mulú,4jsA7x5v8Xg3L4FGwyhGaQ,602900
Le Super Mojo,5gS8DfFU8NYsqLiuZ96bHd,58500
Bosq,2tpbLTmBZZcGvcCHX6uw1U,434200
Rubén Blades,5BwMgvRwlq61SmknvsVIQj,4700000
La Chilinga,7J2YL38BFK6fxvA6p6NNfx,1200
Julian Assange,3XxzHHIiMghllmMO6cGypW,0
Tom Morello,74NBPbyyftqJ4SpDZ4c1Ed,4000000
Kamilya Jubran,0ZV2R4aq7rkX0pWXLGa42d,940
Edz,7IygeyfV9gDpsvyFc0vwQC,2
Iconili,6LpIhb1p1EklKKaPQu3VCz,5900
Hektombe,1IJq0H8jAxPSeGSh2q0jPK,502
Sharyn,3Q4LCCA4pELbkozdmAZtKS,23700
Qyubi,1yDHLz4ENiMdtHO1BJ91n2,8500
Totó La Momposina,26BL0aeVS96sje8JfCNfUk,959500
Susana Baca,1DiaZsjdOzFCdk7Dw9KIs0,103500
Maria Rita,1C8UBSZs5rOPfxuxTMS6OI,2200000
BANTU,6tt0iYnpHERj05WATWRiom,368000
Megaloh,7M6ItqYUMPQRQQ5q54tl7G,210400
Ghanaian Stallion,1rrYX4LEdujuVhl43MTpZF,28200
Soothsayers,4iJspDSUsyFWGNada2wdVx,12600
Renaud Bilombo,4s384HfYA94lFRYb9pjorr,0
Patchworks,5Qq1R0T5ZL6U0H8zerwFdo,144000
Nildes Bomfim,4obk4qYmEdtMoq1LzmG9Wq,195
Alan Evans,2MateezM65hguehwZGUCGU,16
Cuarteto Patria,4Ui5j0V10gw9x6KF7yiGSG,190600
La Dame Blanche,6u4VjE5cKZRnY451pcfhbG,159300
Warsaw Afrobeat Orchestra,7ajNbPxripp31FoOwgTxSb,2100
Höröyá,44uBo27f1a1nDZplTWeqxT,2800
Lee Fields,3MAzDpqE01xyUmzNsc0Ee0,323600
The Shacks,6vqxTQz5ZOfRSQZWfes7mR,343600
Hot Chip,37uLId6Z5ZXCx19vuruvv5,930300
Lefties Soul Connection,404uYs9bhCcDYAmlT3p67y,19300
Sambabook,2FW6Zt8gyIF7Fb7O3TGxnE,1900000
J Prince,35tol0lvaN9w6KWOUIM5oh,5000
Alogte Oho & His Sounds of Joy,4rGa6nIVxUyi8xWSwkHDE1,33500
Bacao Rhythm & Steel Band,0sjhSgEkyVa8QRmkkuckJ0,261100
Village Cuts,1a3m42fKHHR2MsiBQK3GVU,6800
Felipe Gordon,7rQKvsWUOJgXmInx2JuaXj,115900
Pacific Express,5zUYeKreM9Lo7fCqxM60Bv,9000
Jonathan Bulter,1PQxSbYThsQ8jXoxUUQOMW,0
Nolly,1qDxmgIV0aTR4QGRL4zXWM,60400
The Vaccines,0Ak6DLKHtpR6TEEnmcorKA,1000000
John Hill,7FFISpih28BCUClBnvGgIs,2800
Rich Costey,6lGobbUm1o5rF1IOpRFxTL,1600
The Sorcerers,2eTKPnPlLHpFi8QH5aIVYA,62500
Cyril Neville,7gZpdFerSL21Z6544jJIzI,7400
King Sunny Ade,0eatcjNWvGuDEPNnjgPNn1,156700
Silvio Rodríguez,4rUyBlggM5tZUH5QZn9ZuO,3800000
La BOA,5xV6jbPKovZme2AkqDN3qZ,19800
IFÁ,4y5KJ2i1IlXxRfYy2mVEtp,79
Okwei V. Odili,7eAsGkJpYRgpHVXzW64YLn,4
Whitefield Brothers,1ynl48Y4KflTXf1alW9g1L,68400
Mateus Aleluia,5a4ZtVIIv7tXhpSniKoUdv,211200
Black Coffee,6wMr4zKPrrR0UVz08WtUWc,3600000
Mahal Pita,13KepZHhR84vbrcLPVtmEF,30200
Tim Bowman Jr.,5A8ZfGPAh4EUTmOJ0Fck3l,65400
The Shaolin Afronauts,5zcJp5jvssOgZXcxI1wuWe,14700
Manoel Cordeiro,6HzvXr26SGdRx96ntGpH0B,23700
Jeff Franca,2pIZKxSJCijxZ7F46PrFkQ,0
Dekel,4WUjnhS0CHDhjdm9ei8pj7,28400
Johnny Drille,4f8vvLN5Rt3WszqOqVR9e9,2100000
First Fire,51vxmfr1DSnk27fLcbeirD,0
Elikem Kofi,2C7IIt1lmxuWOGnzJ9bFkl,22600
Dos Santos,5MCNh315T9Mi2yQTD4bYkn,206300
Zé Bigode Orquestra,2RCbMquWXxRBH51bcHf7Ay,4400
Carlos Malta,6hgc7sw0C6FY4Mq2ntZoDE,0
Dofono de Omulu,7g4b0S6ViQmIQqnKWIRyKE,21600
Ekedi Nicinha,2u4KMP0rfnoyw5EgWyNegh,6500
Chief Checker,6Jh2j83pQx6U91TJfYg6fu,0
Lo'Jo,3U9HMtqg5oztf8GAh3gosw,5700
Vincent Ségal,1DM0tMCA5GRAgG3qLCy67F,76500
Robert Wyatt,5iksmHDN2qZQcgFfXqIXtT,64700
The Mauskovic Dance Band,02riqGdWw4EdqKJzOeWRZS,115800
ÀTTØØXXÁ,43jyzP3h86XvtC8FQm4ow3,192700
Nathaniel Bassey,1ukmGETCwXTbgrTrkRDnmn,1600000
Chico Mann,2Wt6Q6ZHygCPVtMO3uxLGB,51400
Quantic,5ZMwoAjeDtLJ0XRwRTgaK8,2400000
Beloved Music,6zZJfrWCq3o5OvmNAXbCLP,2000
Triple O,5XcUqQbaEWVFP2PU6HAnDT,6000
Maga Bo,5LVpFfblbOVmGnrgTEnN4Q,15100
The Sugarman 3,4yGIAU59dDaVaXMDkicnlF,40700
Joseph Henry,1XjnwtJNpsFzLTsnitlz5Z,1100
Emma Noble,0wKTCSORBOl42BQBahvy6g,11200
Guinu,5ofL9KZec6IUhmMT7uSmXl,3600
Uhuru-Yenzu,01COhV6E3zLbPa5IJ27XkL,39400
TB1,79nV5xcc87fTQ2T527OqAG,17400
Louis Pascal,2XftZv39x5JTEBmKZFDuvg,29200
Oneness Of Juju,4ALwsFQJ7K7X4CowneIqsc,15900
Mestre Camaleão,3QAxSpwiLvWWN1VR8peFn4,0
Jlyricz,4cubKpeUAFDsrOnFRs9DGi,2500
Monomono,3d1fTZstX7Dj7qit96gjmD,934
Tony Allen With Africa 70,,
Girma Bèyènè,3Ju4igVmFdATTU3dZdaHqj,92100
Niña Dioz,7G4N4GY4l0qHm1yflRvsQ0,30000
Shigeto,48C2RLG6w7o4jAJjCJKZM8,57200
Geraldo Pino,6aUmoNP3dS6an1wvsfK7vg,7400
The Heartbeats,12InvBNZTKboiU2xT663oK,681
Ty,,
El Rego,01621nzFzHPae66HU5dTRT,37200
Kill Emil,3y9hQYlwNKqhdybIJTFzTr,138500
Antibalas,2KGF6IKZfVGCKfyqcNVGfh,82600
Lara George,6BMYlvYYyC0VxN6vV9y9KZ,416400
Nomo,4uWvboDVb3UDhPJPKRx4CB,9200
Assagai,4FEwj4yy2gs0sq4K2FmtJM,9
Rama Traore,5svF1iWgtWNLShOoj4AcOf,0
JKriv,1E7Z1EQlB22dXWNzsAxY0K,239900
The Funkees,6dqBherxR2n5xMfqAI0L2J,125100
Pat Thomas,6bDPzH0ZXkaMcXYlcQ2yoy,181300
Henrik Schwarz,1ooAqaFu4Ac3BO2HpL4V2R,300900
Buena Onda Reggae Club,2fuv23bY4oSgxNKH7TdUZz,2800
The Daktaris,42ccKlw9sHnNr29o6gqnsv,8600
Alex Maas,0dBNMuLxOUm6BEU0IiD5Fe,58100
Camila Recchio,5qlw5cfkSmG1KDyg2ANJec,3200
DIXSON,61677A13kBwbTfqECI65p8,61500
Bola Johnson,7CfyXrIeIEd05s0nEPvjW1,33100
Afrika 70,5lhLOXDLaw0yjEXd6xTasV,63300
Azarel,4GXcox2WTkrUHQ8q4iuCC2,11700
Leor,2w4BiVzQ4AChparp8sSzdl,1400
Edem Evangelist,0PMnq7uQBuRGsQuhMmikYH,28800
Nkumba System,0loywJyQKHumjO5lKkQ8zJ,297
Mamani Keïta,5v8Qrpoya6Bf8Yaus5aVk6,51500
Captain Planet,1WfWKF1hFimJLzz6ix6aRi,306600
cacique'97,33t1sk0KBtX3FxfAyWsSkc,2600
Joshua Ali,5QHqbbZO5nvmuSnZWYo4Ae,8800
Zem Audu,582GlCxrqtj6gdb6RmLC31,242
Dele Ojo,0owid8LvMA4fIWVoA42JPN,4200
The Polyversal Souls,6ucByLJIHHN6HfdMyZylyi,8300
Sir Frank Karikari,7ooUPeumSe2dVxkPYD9xmS,0
T$unami811,6ixB1NKRGIqCNJepgzW3wV,0
Los Celestinos,7t1oSCkNlyCtwOVVku3iMy,2400
Kylie Auldist,3CSpwE5QPsrPT9KgtG3BF4,69600
Gil Joe,7wEZIbeR4EyyHKhMEvBo5h,42400
Elif Çağlar,4329Rqrv9R9wc832cqQCVv,6200
Bing Ji Ling,4sIafgKDXEcNYhttAcg9R3,7400
Elliott Cole,2Vdwj4EloSXfXc8R9QzguW,3
Ceci Bastida,7xKtg8mN9eQ8jBiLRnbq8U,12400
Lido Pimienta,1IdkKQ9CM1i0wygfxYV4Z3,347200
Gilles Peterson's Havana Cultura Band,4SoWhz7qApVfHCY5sy6Uq9,18300
Ria Currie,5MtcVLWEb8v7SSrzpjiVsZ,0
Meridian Brothers,08Y6RNx87Eolrcq1aLM6ow,78100
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,45800000
MGMT,0SwO7SWeDHJijQ3XNS7xEE,22500000
Sam Tinnesz,70TsVY28EcEUYSGG5Yw7mp,4200000
Yacht Money,3p2tOUHPzDOVOW1hzSrgw8,1600000
Nirvana,6olE6TJLqED3rqDCT0FyPh,39200000
KALEO,7jdFEYD2LTYjfwxOdlVjmc,12200000
The Score,2q3GG88dVwuQPF4FmySr9I,3600000
grandson,4ZgQDCtRqZlhLswVS6MHN4,3600000
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,16500000
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,48100000
The Killers,0C0XlULifJtAgn6ZNCW2eu,37500000
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,12500000
Nickelback,6deZN1bslXzeGvOLaLMOIF,28600000
Weezer,3jOstUTkEu2JkjvRdBA5Gu,22800000
Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,15300000
Benno De Goeij,2mqIaYukHl8Zb7cvAHG0Y6,30600
Deftones,6Ghvu1VvMGScGpOUJBAHNH,17900000
Toni Halliday,1k92N0jplAxEijUxiecNDk,2400
Ryan Pardey,7ywLsMIT1NHbZS6hxGScvm,0
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,19100000
The Offspring,5LfGQac0EIXyAN8aUwmNAQ,22200000
Syd,3jk39CGeaaSO3FPKNx1RUx,2300000
The 1975,3mIj9lX2MWuHmhNCA7LSCW,19300000
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,44600000
Hoobastank,2MqhkhX4npxDZ62ObR5ELO,15900000
The White Stripes,4F84IBURUo98rz4r61KF70,15400000
Thousand Foot Krutch,6GfiCQDFYANz5wUkSmb3Dr,4300000
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,54800000
Zendaya,6sCbFbEjbYepqswM1vWjjs,14400000
R.E.M.,4KWTAlx2RvbpseOGMEmROg,22800000
Zoé,6IdtcAwaNVAggwd6sCKgTI,10900000
Skillet,49bzE5vRBRIota4qeHtQM8,11700000
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,15300000
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,16300000
Korn,3RNrq3jvMZxD9ZyoOZbQOD,13900000
Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,12400000
Ashes Remain,0fkTQEEyEyH71i9tDhS7CO,866500
3 Doors Down,2RTUTCvo6onsAnheUk3aL9,17700000
X Ambassadors,3NPpFNZtSTHheNBaWC82rB,9300000
Jensen McRae,11dABkjSoOjcP9p3TFSNRj,1000000
Counting Crows,0vEsuISMWAKNctLlUAhSZC,14000000
Andrés Calamaro,3tAICgiSR5PfYY4B8qsoAU,9700000
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,18600000
Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,24300000
Leiva,5Hsv8dUHHOdnn72q4XIVz7,2100000
Ivan Ferreiro,3qUrABCNqnkb5gc2YmPVzP,768300
Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07,11400000
Megadeth,1Yox196W7bzVNZI7RBaPnf,5100000
Volbeat,0L5fC7Ogm2YwgqVCRcF1bT,4500000
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,6900000
Vicentico,25THA9HUHoxpCT4LBp7UsZ,3400000
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,8800000
Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,8500000
Juanes,0UWZUmn7sybxMCqrw9tGa7,20400000
Niño Josele,7KPoRAFSOQXa0jX1Pad5wT,52400
Carlos Vives,4vhNDa5ycK0ST968ek7kRr,18800000
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,7000000
TAYA,3D04fb59z3ANxVaeHBfxtW,5300000
Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,12600000
A-Trak,3TaUSUXn41GixL7zbvrIDt,9300000
Duman,6RTC1abMgBC7Krg6qJQHJh,3000000
Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,7200000
Blur,7MhMgCo0Bl0Kukl93PZbYS,14000000
Babasónicos,,
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,8700000
Shinsei Kamattechan,1ZnuqrjIR4q8zhgriUYsSo,924200
Neon Trees,0RpddSzUHfncUWNJXKOsjy,9200000
The Seige,6Cny0Wt5OKLct1rGOLmu80,489600
The Strokes,0epOFNiUfyON9EYx7Tpr6V,18700000
Creed,43sZBwHjahUvgbx1WNIkIz,16100000
Matt Redman,0bz9hDpUbAw5JElgEiuIYZ,2800000
The EverLove,1A8iUCho7LoGp81s6EREIx,259300
Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,8900000
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,7600000
No Doubt,0cQbJU1aAzvbEmTuljWLlF,15300000
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,10900000
Pantera,14pVkFUHDL207LzLHtSA18,8600000
Dave Audé,1vWImodgVqIgTUkekGEfR9,719200
Bounty Killer,6UuT0BJZ9vF8Y1sxXnJl2s,580400
Soundgarden,5xUf6j4upBrXZPg6AI4MRK,10700000
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,9300000
Poets of the Fall,1AZ30JnvQU1pbX6sbRE0Yn,346300
Welshly Arms,1xKrH6GSh9CJh8nYwbqW7B,1000000
Willyecho,1X4SgQC4TgIGaLlEUnhxJw,394900
King Kavalier,2WHVbKysnJdhkB4VBWxC3v,630000
The Afters,1Q9nxD19emMUTTWtFi7jZc,855400
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,10700000
Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,5900000
Detonautas Roque Clube,,
Rob Zombie,3HVdAiMNjYrQIKlOGxoGh5,7200000
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,14400000
The Verve,2cGwlqi3k18jFpUyTrsR84,16700000
Pixies,6zvul52xwTWzilBZl6BUbT,10100000
Mazzy Star,37w38cCSGgKLdayTRjna4W,15900000
Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,11200000
Adam Jensen,7ymrIsmp4vE7vAtcS12J4D,634900
Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,5200000
Royal Blood,2S5hlvw4CMtMGswFtfdK15,2800000
Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m,5000000
Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,5500000
Audrey Assad,1GKYNY4rIPnOuTfC0J1IWw,669300
Los Prisioneros,2mSHY8JOR0nRi3mtHqVa04,5100000
Aleks Syntek,0r8toju2ecKaVtItkzAnNi,5700000
La Ley,1ZVoRDO29AlDXiMkRLMZSK,5600000
Fito Paez,1bZNv4q3OxYq7mmnLha7Tu,3800000
Molotov,27Owkm4TGlMqb0BqaEt3PW,4500000
You Me At Six,1kNQXvepPjaPgUfeDAF2h6,999800
lovelytheband,4KJ6jujcNPzOyhdNoiNftp,1900000
Papa Roach,4RddZ3iHvSpGV4dvATac9X,15500000
Porcupine Tree,5NXHXK6hOCotCF8lvGM1I0,524900
Layto,0MqXw0plXKIaJtM342hIag,821000
Neoni,38wxcfNEqMwuPniHvplin5,6500000
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,11900000
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,22800000
